molecule_chembl_id,smiles,activity_type
CHEMBL1081102,COc1ccncc1C1=NNC(=O)/C1=N\Nc1ccc(C#N)cc1,active
CHEMBL1081103,COc1ccncc1C1=NNC(=O)/C1=N\Nc1cccnc1,active
CHEMBL1076552,COc1ccncc1C1=NNC(=O)/C1=N\Nc1ccncc1,active
CHEMBL1081446,COc1ccncc1C1=NNC(=O)/C1=N\Nc1ccc(C(=O)O)cc1,active
CHEMBL1080868,O=C1NN=C/C1=N/Nc1ccccc1Cl,inactive
CHEMBL1076619,CC1=NNC(=O)/C1=N\Nc1ccccc1Cl,inactive
CHEMBL1080544,O=C1NN=C(c2ccccc2)/C1=N/Nc1ccccc1Cl,inactive
CHEMBL1080375,O=C1NN=C(c2ccccn2)/C1=N/Nc1ccccc1Cl,inactive
CHEMBL1078717,Cn1c(-c2nonc2N)nc2ccccc21,inactive
CHEMBL365286,CCn1c(-c2nonc2N)nc2ccccc21,inactive
CHEMBL1079208,CC(C)n1c(-c2nonc2N)nc2ccccc21,inactive
CHEMBL1079294,Nc1nonc1-c1nc2ccccc2n1C1CCC1,inactive
CHEMBL1078820,Nc1nonc1-c1nc2ccccc2n1CC1CCC1,inactive
CHEMBL1079040,CC(C)Cn1c(-c2nonc2N)nc2ccccc21,inactive
CHEMBL1078426,Nc1nonc1-c1nc2ccccc2n1-c1ccccc1,inactive
CHEMBL1078538,N#Cc1ccc(-n2c(-c3nonc3N)nc3ccccc32)cc1,inactive
CHEMBL1079032,Nc1nonc1-c1nc2cc(O)ccc2n1C1CCC1,inactive
CHEMBL1080071,Nc1ccc2c(c1)nc(-c1nonc1N)n2C1CCC1,inactive
CHEMBL1080072,COc1ccc2c(c1)nc(-c1nonc1N)n2C1CCC1,inactive
CHEMBL1079135,Cc1ccc2c(c1)nc(-c1nonc1N)n2C1CCC1,inactive
CHEMBL1077670,Cc1cn(CC(C)C)c(-c2nonc2N)n1,inactive
CHEMBL1682335,CCCc1cn(-c2ccc3[nH]ncc3c2)nn1,inactive
CHEMBL1682337,OCCCc1cn(-c2ccc3[nH]ncc3c2)nn1,inactive
CHEMBL1682338,c1cc2[nH]ncc2cc1-n1cc(C2CC2)nn1,inactive
CHEMBL1682339,c1cc2[nH]ncc2cc1-n1cc(C2CCCC2)nn1,inactive
CHEMBL1682340,c1cc2[nH]ncc2cc1-n1cc(CC2CCCCC2)nn1,inactive
CHEMBL1682341,c1ccc(Cc2cn(-c3ccc4[nH]ncc4c3)nn2)cc1,inactive
CHEMBL1682342,c1ccc(CCc2cn(-c3ccc4[nH]ncc4c3)nn2)cc1,inactive
CHEMBL1682343,c1ccc(CCCc2cn(-c3ccc4[nH]ncc4c3)nn2)cc1,inactive
CHEMBL1682344,c1cc2[nH]ncc2cc1-c1c[nH]nn1,inactive
CHEMBL1682348,Clc1cccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,active
CHEMBL1682351,Fc1cccc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,active
CHEMBL1682355,Clc1ccc(Cl)c(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,active
CHEMBL1682356,Clc1cc(Cl)cc(Cn2cc(-c3ccc4[nH]ncc4c3)nn2)c1,active
CHEMBL1682357,c1ccc(Cc2cc(-c3ccc4[nH]ncc4c3)on2)cc1,inactive
CHEMBL1682358,Nc1n[nH]c2ccc(-c3cc(Cc4ccccc4)no3)cc12,inactive
CHEMBL1682359,CCCc1cc(-c2ccc3[nH]ncc3c2)on1,inactive
CHEMBL1681795,CNC(=O)c1cc(-c2ccc3[nH]ncc3c2)on1,inactive
CHEMBL1682360,c1cc2[nH]ncc2cc1-c1cc(CN2CCCCC2)no1,inactive
CHEMBL1682541,c1ccc(-c2c(-c3ccc4[nH]ncc4c3)nc3ncccn23)cc1,active
CHEMBL1682542,Cc1nc(-c2ccc3[nH]ncc3c2)cs1,inactive
CHEMBL1682543,Nc1nc(-c2ccc3[nH]ncc3c2)cs1,inactive
CHEMBL1682544,CCNc1nc(-c2ccc3[nH]ncc3c2)cs1,inactive
CHEMBL1682549,c1ccc(CNc2nc(-c3ccc4[nH]ncc4c3)c(-c3ccccc3)s2)cc1,inactive
CHEMBL1682550,c1ccn2c(NC3CCCCC3)c(-c3ccc4[nH]ncc4c3)nc2c1,inactive
CHEMBL1682552,c1cnc2nc(-c3ccc4[nH]ncc4c3)c(NC3CCCCC3)n2c1,active
CHEMBL1682553,CC(C)Nc1c(-c2ccc3[nH]ncc3c2)nc2ncccn12,active
CHEMBL1682554,CCCCNc1c(-c2ccc3[nH]ncc3c2)nc2ncccn12,active
CHEMBL1682556,c1cn2c(NC3CCCCC3)c(-c3ccc4[nH]ncc4c3)nc2s1,inactive
CHEMBL2163771,Oc1cnc2oc3c4ccccc4c(O)cc3c2c1-c1ccccc1,active
CHEMBL2163770,Oc1cc2c(oc3ncc(OCc4ccccc4)c(-c4ccccc4)c32)c2ccccc12,inactive
CHEMBL2163769,Cc1cc2oc3ncc(OCc4ccccc4)c(-c4ccccc4)c3c2cc1O,inactive
CHEMBL2163774,COc1ccc2oc3ncc(OCc4ccccc4)c(-c4ccccc4)c3c2c1,active
CHEMBL2163772,Oc1ccc2oc3ncc(O)c(-c4ccccc4)c3c2c1,active
CHEMBL1165662,Oc1ccc2oc3ncc(OCc4ccccc4)c(-c4ccccc4)c3c2c1,inactive
CHEMBL183408,COc1cnc2oc3ccc(O)cc3c2c1-c1ccccc1,inactive
CHEMBL2177180,COCCCNC(=O)c1nc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cnc1N,active
CHEMBL2177177,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4ncns4)n3)cc2)CC1,active
CHEMBL2177176,COc1ccc(NC(=O)c2nc(-c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)cnc2N)cc1,inactive
CHEMBL2177175,COc1ccccc1NC(=O)c1nc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cnc1N,active
CHEMBL2177174,CN(C)Cc1ccncc1NC(=O)c1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)cnc1N,active
CHEMBL2177173,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cnccc4CN4CCCC4)n3)cc2)CC1,active
CHEMBL2177172,CN1CCN(S(=O)(=O)c2ccc(-c3cncc(C(=O)Nc4cccnc4)n3)cc2)CC1,inactive
CHEMBL2177169,CN(C)CCN(C)C(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)cc1,active
CHEMBL2177168,CN1CCN(C(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,active
CHEMBL2177167,CCN(CCN(C)C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)cc1,active
CHEMBL2177166,CN(C)CCNS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)cc1,active
CHEMBL2177165,Nc1ncc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)nc1C(=O)Nc1cccnc1,active
CHEMBL2177164,Nc1ncc(-c2ccc(S(N)(=O)=O)cc2)nc1C(=O)Nc1cccnc1,active
CHEMBL2177163,Nc1ncc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)nc1C(=O)Nc1cccnc1,active
CHEMBL2177162,Nc1ncc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)nc1C(=O)Nc1cccnc1,active
CHEMBL2177161,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2)CC1,active
CHEMBL2177160,Nc1ncc(-c2ccc(OCCN3CCCCC3)cc2)nc1C(=O)Nc1cccnc1,active
CHEMBL2177159,COCCNS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)cc1,active
CHEMBL2177158,Cc1cc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)ccc1S(=O)(=O)N1CCN(C)CC1,active
CHEMBL2177157,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)cc2F)CC1,active
CHEMBL2177156,Cc1cc(S(=O)(=O)N2CCN(C)CC2)c(C)cc1-c1cnc(N)c(C(=O)Nc2cccnc2)n1,active
CHEMBL2177155,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)c(C(F)(F)F)c2)CC1,active
CHEMBL2182002,Cc1cc(S(=O)(=O)N2CCN(C)CC2)ccc1-c1cnc(N)c(C(=O)Nc2cccnc2)n1,active
CHEMBL2182001,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)c(F)c2)CC1,active
CHEMBL2182000,CN1CCN(S(=O)(=O)c2ccccc2-c2cnc(N)c(C(=O)Nc3cccnc3)n2)CC1,inactive
CHEMBL3217793,COc1cc2oc3ncc(OCc4ccccc4)c(-c4ccccc4)c3c2c(OC)c1O,inactive
CHEMBL3221392,CNC(=O)c1cnc2oc3ccc(O)cc3c2c1-c1ccccc1,inactive
CHEMBL3221394,CCCNC(=O)c1cnc2oc3ccc(O)cc3c2c1-c1ccccc1,inactive
CHEMBL3221395,NCCNC(=O)c1cnc2oc3ccc(O)cc3c2c1-c1ccccc1,inactive
CHEMBL3318007,O=C(O)[C@H]1C2CCC(CC2)[C@@H]1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,inactive
CHEMBL4174082,N#Cc1cccc(-c2nc(Nc3cc(C4CC4)[nH]n3)c3ccccc3n2)c1,active
CHEMBL4216522,O=C1C(c2cccc3ccccc23)Oc2cc3c(cc2N1Cc1ccccc1)OCO3,inactive
CHEMBL4249925,CS(=O)(=O)Nc1cccc(CC(=O)Nc2nc(-c3c[nH]c4ncccc34)cs2)c1,inactive
CHEMBL4245242,O=C(Cc1cccc(OCCCC2CCNCC2)c1)Nc1nc(-c2c[nH]c3ncccc23)cs1,inactive
CHEMBL4248525,CN1CCN(CCCOc2cccc(CC(=O)Nc3nc(-c4c[nH]c5ncccc45)cs3)c2)CC1,inactive
CHEMBL4440048,CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3cc(-c4ccccc4)no3)n2)cc1,inactive
CHEMBL4530813,CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3cc(-c4ccccc4)on3)n2)cc1,inactive
CHEMBL4467820,CC(C)S(=O)(=O)c1ccc(-c2cnc(N)c(-c3nnc(-c4ccccc4)o3)n2)cc1,active
CHEMBL4744945,COc1ccc(CC(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)N4CCC4(C)C)C3)[nH]n2)cn1,active
CHEMBL4764153,COc1ccc(CC(=O)Nc2cc([C@@H]3CC[C@H](OC(=O)N4CCC4(C)C)C3)[nH]n2)cn1,active
CHEMBL4758595,COc1ccc(CC(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)N4C[C@@H](C#N)[C@@H]4C)C3)[nH]n2)cn1,active
CHEMBL4758192,Cc1ncc(CC(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)N4C[C@@H](C#N)[C@@H]4C)C3)[nH]n2)s1,active
CHEMBL4763408,CCC(CO)CNC(=O)O[C@@H]1CC[C@H](c2cc(NC(=O)Cc3ccc(OC)nc3)n[nH]2)C1,active
CHEMBL4744114,COc1ccc(CC(=O)Nc2cc([C@@H]3CC[C@H](OC(=O)N[C@H]4CC[C@H](O)CC4)C3)[nH]n2)cn1,active
CHEMBL3408213,Cn1cc(-c2ccc(-c3cncc(Cl)c3N3CCC4(CCNC4=O)CC3)cc2)cn1,inactive
CHEMBL4777349,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cc3ccccc3o1)CC2,active
CHEMBL4791586,O=C1NCCC12CCN(c1c(Cl)cncc1-c1cc3ccccc3s1)CC2,active
CHEMBL325353,Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccncc2)c1CN1CCCCC1,inactive
CHEMBL326705,Nc1nonc1-n1nnc(-c2n[nH]c(-c3ccncc3)n2)c1CN1CCCCC1,inactive
CHEMBL109944,COCCCn1cc(C2=C(c3ccccc3O)C(=O)NC2=O)c2cccnc21,inactive
CHEMBL1940904,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCCC1)CCO2,inactive
CHEMBL1940905,Nc1c(F)c(NCCNc2ccccn2)c2c3c1c(=O)c(C(=O)O)cn3C1(CCC1)CCO2,inactive
CHEMBL1940907,CC1COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn(c23)C12CCC2,inactive
CHEMBL1940908,CC1CC2(CCC2)n2cc(C(=O)O)c(=O)c3c(N)c(F)c(NCCNc4ccccn4)c(c32)O1,inactive
CHEMBL1957944,Cc1nc2c(C(=O)NCCc3ccc(NS(C)(=O)=O)cc3)ccc(O)c2[nH]1,inactive
CHEMBL1957945,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(C4CC4)nc23)cc1,inactive
CHEMBL1957946,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(C4CCCC4)nc23)cc1,inactive
CHEMBL1957951,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccncc4)nc23)cc1,inactive
CHEMBL1957957,Cc1cn(CCCNC(=O)c2ccc(O)c3[nH]c(-c4cccs4)nc23)cn1,inactive
CHEMBL1957958,CCN1CCN(C(=O)c2ccc(CCNC(=O)c3ccc(O)c4[nH]c(-c5cccs5)nc34)cc2)CC1,inactive
CHEMBL1957948,CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(F)cc4F)nc23)cc1,active
CHEMBL2048678,CCOc1ccncc1NC(=O)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,active
CHEMBL4643408,Cc1c[nH]c(-c2ncc(NCCNc3ccc(C#N)cc3)nc2-c2ccc(Cl)cc2Cl)n1,inactive
CHEMBL114582,CC(C)CNCc1c(C(=O)NCc2ccncc2)nnn1-c1nonc1N,inactive
CHEMBL113447,CN(CCc1ccncc1)C(=O)c1nnn(-c2nonc2N)c1CN1CCCCC1,inactive
CHEMBL76741,CCCCCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,inactive
CHEMBL76660,Clc1cc(Cl)cc(-c2cc3[nH]ccnc-3n2)c1,inactive
CHEMBL311935,Cc1c[nH]c2cc(-c3ccccc3)nc-2n1,inactive
CHEMBL78232,Cn1c(-c2ccccc2)cc2nccnc21,inactive
CHEMBL307392,c1ccc(-c2cc3[nH]c4ccccc4nc-3n2)cc1,inactive
CHEMBL40842,O=C(O)Cc1ccc(CSc2n[nH]c(-c3ccncc3)n2)cc1,inactive
CHEMBL39357,O=C(O)Cc1ccc(CSc2nnc(-c3ccccn3)s2)cc1,inactive
CHEMBL37826,Cc1nc(-c2cccc(CSc3nnc(-c4ccncc4)o3)c2)no1,inactive
CHEMBL39803,O=C(O)Cc1ccc(CSc2nnc(-c3cccnc3)s2)cc1,inactive
CHEMBL307152,Cn1ccc2ccc3c4[nH]c5c(CCCN[C@H]6CC[C@H](O)CC6)cccc5c4c4c(c3c21)C(=O)NC4=O,inactive
CHEMBL24167,Cn1sc(=O)n(C2CCCCC2)c1=O,inactive
CHEMBL115220,O=C(Cc1ccc2ccccc2c1)Nc1cc(C2CC2)n[nH]1,inactive
CHEMBL344719,Cc1cc(C(=O)CCl)c(C)s1,inactive
CHEMBL423377,Cc1csc(C(=O)CCl)c1,inactive
CHEMBL142415,Cc1ccc(C(=O)CCl)s1,inactive
CHEMBL48081,Nc1nccc(-c2cc3cc(Br)ccc3[nH]2)n1,inactive
CHEMBL281957,CCN(CC)C/C=C/c1nc(O)c2c(ccc3nc(Nc4c(Cl)cccc4Cl)n(C)c32)c1C,inactive
CHEMBL181293,CCN[C@H]1CC[C@H](Nc2cc(Nc3ccc(S(=O)(=O)N(C)C)cc3)n3ncc(C(C)C)c3n2)CC1,inactive
CHEMBL180714,CCN(CC)[C@H]1CC[C@H](Nc2cc(Nc3ccc(S(=O)(=O)N(C)C)cc3)n3ncc(C(C)C)c3n2)CC1,inactive
CHEMBL181606,CC(C)c1cnn2c(Nc3ccc(S(=O)(=O)N(C)C)cc3)cc(NC3CCCC(N)C3)nc12,inactive
CHEMBL181147,COc1ccc(-c2cc3c(NC(=O)N4CCOCC4)ncnc3o2)cc1,inactive
CHEMBL427325,COc1ccc(-c2cc3c(NC(=O)c4cccc(F)c4)ncnc3o2)cc1,inactive
CHEMBL189938,COc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3ccccc3)C2=O)cc1,inactive
CHEMBL364666,O=C1C(Nc2ccccc2)=C(c2ccccc2)C(=O)N1Cc1ccccc1,inactive
CHEMBL190901,O=C1C(Nc2ccc(Cl)cc2)=C(c2ccccc2)C(=O)N1Cc1ccccc1,inactive
CHEMBL191263,CCN1C(=O)C(Nc2ccc(OC)cc2)=C(c2ccccc2)C1=O,inactive
CHEMBL189228,COc1ccc(NC2=C(c3ccccc3)C(=O)N(c3ccccc3)C2=O)cc1,inactive
CHEMBL191419,COc1ccc(NC2=C(c3ccccc3)C(=O)N(C)C2=O)cc1,inactive
CHEMBL370285,CCN1C(=O)C(Nc2ccccc2)=C(c2ccccc2)C1=O,inactive
CHEMBL189532,CCN1C(=O)C(Nc2ccc(Cl)cc2)=C(c2ccccc2)C1=O,inactive
CHEMBL158781,CN1C(=O)C(Nc2ccccc2)=C(c2ccccc2)C1=O,inactive
CHEMBL365847,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cc3)nc2n(C2CCCC2)c1=O,inactive
CHEMBL437885,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCCC1,inactive
CHEMBL207815,COCCN1CC(C(N)=O)(N(C)Cc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)C1,inactive
CHEMBL425601,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C(C)C)C1,inactive
CHEMBL207718,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CN(C)C1,inactive
CHEMBL383246,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C(C)C)CC1,inactive
CHEMBL207130,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1(C(N)=O)CCN(C)CC1,inactive
CHEMBL380889,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](CN(C)C)C(N)=O,inactive
CHEMBL207445,COCC[C@@H](C(N)=O)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,inactive
CHEMBL379905,COC[C@@H](C(N)=O)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,inactive
CHEMBL208286,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](CO)C(N)=O,inactive
CHEMBL376967,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(CCN(C)C)[C@@H](C)C(N)=O,inactive
CHEMBL382823,COCCN(Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC)[C@@H](C)C(N)=O,inactive
CHEMBL208048,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C(C)C)[C@@H](C)C(N)=O,inactive
CHEMBL378370,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C1CCNC1=O,inactive
CHEMBL380006,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@H](C)C(=O)N(C)C,inactive
CHEMBL211003,CNC(=O)[C@@H](C)N(C)Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,inactive
CHEMBL207687,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](C)C(N)=O,inactive
CHEMBL208118,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@H](C)C(N)=O,inactive
CHEMBL379601,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)CC(N)=O,inactive
CHEMBL380386,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN[C@H](C)C(N)=O,inactive
CHEMBL207037,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CC(C(N)=O)C1,inactive
CHEMBL207246,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC1C(N)=O,inactive
CHEMBL207674,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCOCC1C(N)=O,inactive
CHEMBL206783,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCCC[C@@H]1C(N)=O,inactive
CHEMBL204420,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCN(C)CC1C(N)=O,inactive
CHEMBL377772,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1CC(N)=O,inactive
CHEMBL380454,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CC[C@H](C(N)=O)C1,inactive
CHEMBL382822,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(=O)N(C)C,inactive
CHEMBL383760,CNC(=O)[C@H]1CCCN1Cc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC,inactive
CHEMBL207235,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1C[C@H](OC)C[C@@H]1C(N)=O,inactive
CHEMBL208292,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(N)=O,inactive
CHEMBL207584,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1C(N)=O,inactive
CHEMBL382638,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@H]1C(N)=O,inactive
CHEMBL206955,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1CN1CCC[C@@H]1C(N)=O,inactive
CHEMBL379029,COCCNc1nc(-c2ccc(C=O)cc2)nc2c1ncn2C(C)C,inactive
CHEMBL377061,COc1ccc(CNc2nc(-c3ccc(C=O)cc3)nc3c2ncn3C(C)C)cc1,inactive
CHEMBL209404,COCCNc1nc(-c2ccc(C#N)s2)nc2c1ncn2C(C)C,inactive
CHEMBL379618,COCCNc1nc(-c2ccc(C(C)=O)s2)nc2c1ncn2C(C)C,inactive
CHEMBL379811,COCCNc1nc(-c2ccc(NC(=O)OC)cc2)nc2c1ncn2C(C)C,inactive
CHEMBL207426,COCCNc1nc(-c2ccc(C(=O)NCCC#N)cc2)nc2c1ncn2C(C)C,inactive
CHEMBL437325,CNC(=O)c1ccc(-c2nc(NCCOC)c3ncn(C(C)C)c3n2)cc1,inactive
CHEMBL210839,COCCNc1nc(-c2ccc(NS(C)(=O)=O)cc2)nc2c1ncn2C(C)C,inactive
CHEMBL208017,COCCNc1nc(-c2ccc(C(C)=O)cc2)nc2c1ncn2C(C)C,inactive
CHEMBL215652,CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3Cl)cn12,inactive
CHEMBL213423,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12,inactive
CHEMBL213451,CCNc1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12,inactive
CHEMBL212382,CC(C)(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3F)cn12,inactive
CHEMBL212968,CC(C)(C)c1nnc2ccc(-c3ocnc3-c3cc(F)c(F)cc3F)cn12,inactive
CHEMBL214198,CC(C)c1nnc2ccc(-c3c[nH]nc3-c3cc(F)ccc3F)cn12,inactive
CHEMBL379929,CC(C)c1nnc2ccc(-c3ocnc3-c3ccccc3)cn12,inactive
CHEMBL217092,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c(Cl)ccc5c4OCO5)ncnc3c2)CC1,inactive
CHEMBL402548,CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,inactive
CHEMBL230761,Cn1cnc(CNc2cc(Br)c3ncc(C#N)c(Nc4ccc(F)c(Cl)c4)c3c2)c1,inactive
CHEMBL241517,Nc1ncc(-c2cccc(S(N)(=O)=O)c2)c2scc(-c3ccc(F)c(Cl)c3)c12,inactive
CHEMBL270044,O=C1NC(=O)/C(=C/c2ccc(-c3cc([N+](=O)[O-])ccc3Cl)o2)S1,inactive
CHEMBL259893,Cc1ccc(S(=O)(=O)n2cc(/C=C3\SC(=S)NC3=O)c3ccccc32)cc1,inactive
CHEMBL260099,COc1cc(/C=C2\SC(=S)NC2=O)cc(Br)c1OCc1ccccc1C,inactive
CHEMBL410233,Cc1ccc(/N=C2/NC(=O)S/C2=C\c2ccccc2Cl)cc1,inactive
CHEMBL196021,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(OC)cc2)cc1,inactive
CHEMBL257090,COc1ccc(-c2oc3ncnc(N)c3c2-c2ccc(NS(=O)(=O)c3ccccc3)cc2)cc1,inactive
CHEMBL265451,NC1CCN(c2ncnc3[nH]ncc23)CC1,inactive
CHEMBL265193,NCC1CCN(c2ncnc3[nH]ncc23)CC1,inactive
CHEMBL261247,NC(c1ccccc1)C1CCN(c2ncnc3[nH]ccc23)CC1,inactive
CHEMBL256346,CCn1c(=O)n(-c2ccccc2)c2nc(Nc3ccccc3)ncc21,inactive
CHEMBL514554,CS(=O)(=O)c1cccc(CNc2nc(Nc3ccc4c(c3)CCC(=O)N4)ncc2C(F)(F)F)c1,inactive
CHEMBL503212,c1csc(-c2ccc3c(-c4ccnc(NC5CC5)n4)cnn3n2)c1,inactive
CHEMBL495570,Fc1ccc(-c2ccc3c(-c4ccnc(NC5CC5)n4)cnn3n2)cc1,inactive
CHEMBL446024,FC(F)(F)CNc1nccc(-c2cnn3ncccc23)n1,inactive
CHEMBL522718,CN1CCN(c2ccc(Nc3nccc(-c4cnn5nc(-c6ccc(F)cc6)ccc45)n3)cc2)CC1,inactive
CHEMBL516901,O=c1[nH]c2[nH]cc(-c3ccc(Cl)cc3)c2n2cccc12,inactive
CHEMBL453402,COc1ccc(-c2c[nH]c3[nH]c(=O)c4cccn4c23)cc1OC,inactive
CHEMBL477954,O=c1[nH]c2occ(-c3ccc(Br)cc3)c2n2cccc12,inactive
CHEMBL517818,O=c1[nH]c2occ(-c3ccc(F)cc3)c2n2cccc12,inactive
CHEMBL517669,Cc1ccc(-c2coc3[nH]c(=O)c4cccn4c23)cc1,inactive
CHEMBL478516,COc1ccc(-c2coc3[nH]c(=O)c4cccn4c23)cc1,inactive
CHEMBL478517,O=c1[nH]c2occ(-c3ccc(Cl)c(Cl)c3)c2n2cccc12,inactive
CHEMBL478704,COc1ccc(-c2coc3[nH]c(=O)c4cccn4c23)cc1OC,inactive
CHEMBL34267,COc1ccc(-c2csc3c2-n2cccc2C3=O)cc1OCc1ccccc1,inactive
CHEMBL476236,O=C1c2[nH]cc(-c3ccc(Cl)cc3)c2-n2cccc21,inactive
CHEMBL35864,COc1ccc(-c2c[nH]c3c2-n2cccc2C3=O)cc1OC,inactive
CHEMBL507162,COc1ccc(-c2c[nH]c3c2-n2cccc2C3=O)cc1OCc1ccccc1,inactive
CHEMBL286423,COc1ccc(-c2coc3c2-n2cccc2C3=O)cc1OC,inactive
CHEMBL23327,CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c2ncn(C(C)C)c2n1,inactive
